                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                0.55992,                0.41238,                0.91904,                0.80995,                0.64852,                0.76304,                0.47879,                 1.3452,                 1.0121,                 1.3989,              0.0005447,              0.0005447,              0.0005447
                    150,                  0.544,                0.39056,                0.91444,                0.80256,                0.66848,                0.75877,                0.47059,                 1.3536,                 1.0303,                 1.3954,              0.0005348,              0.0005348,              0.0005348
                    151,                 0.5056,                0.39338,                0.93321,                0.79708,                0.70449,                0.75698,                0.46428,                 1.3783,                 1.0675,                  1.434,              0.0005249,              0.0005249,              0.0005249
                    152,                0.52339,                0.40713,                0.91382,                0.77197,                0.71757,                0.75048,                0.46793,                 1.3825,                 1.0697,                 1.4456,               0.000515,               0.000515,               0.000515
                    153,                0.52365,                0.49784,                0.92676,                0.83047,                0.69022,                0.75753,                0.47041,                 1.3728,                 1.0495,                 1.4379,              0.0005051,              0.0005051,              0.0005051
                    154,                0.52022,                0.40811,                0.93007,                0.80035,                0.65761,                0.74047,                0.46378,                 1.3958,                  1.056,                 1.4337,              0.0004952,              0.0004952,              0.0004952
                    155,                0.57387,                0.47758,                0.92115,                0.80277,                 0.6415,                0.72308,                0.44312,                 1.4234,                 1.1384,                 1.4451,              0.0004853,              0.0004853,              0.0004853
                    156,                0.52353,                0.38968,                0.92618,                 0.7703,                 0.7108,                0.74557,                0.46099,                 1.3934,                 1.0583,                 1.4419,              0.0004754,              0.0004754,              0.0004754
                    157,                0.54155,                0.39632,                0.92982,                0.77556,                0.70652,                0.74113,                  0.452,                 1.4158,                 1.0603,                 1.4618,              0.0004655,              0.0004655,              0.0004655
                    158,                0.57384,                0.45753,                0.97427,                 0.7762,                0.67935,                0.73945,                0.45045,                 1.4199,                 1.0859,                 1.4527,              0.0004556,              0.0004556,              0.0004556
                    159,                0.61677,                 0.4912,                0.94756,                0.75528,                0.70109,                0.74421,                0.44001,                 1.4516,                 1.0919,                 1.4655,              0.0004457,              0.0004457,              0.0004457
                    160,                0.57219,                0.54718,                0.93744,                0.80738,                 0.7062,                 0.7756,                0.44681,                 1.4302,                 1.0668,                   1.45,              0.0004358,              0.0004358,              0.0004358
                    161,                0.51086,                0.37869,                0.92602,                0.85526,                0.66848,                0.77231,                0.44837,                 1.4474,                 1.0581,                 1.4845,              0.0004259,              0.0004259,              0.0004259
                    162,                0.50098,                0.37805,                0.92003,                0.78655,                0.70094,                0.77114,                0.45468,                 1.4324,                 1.0425,                 1.4767,               0.000416,               0.000416,               0.000416
                    163,                0.52574,                0.38834,                0.92061,                0.81728,                0.69022,                0.77736,                0.45874,                 1.4569,                   1.04,                 1.4864,              0.0004061,              0.0004061,              0.0004061
                    164,                0.55769,                  0.403,                0.91015,                0.82961,                0.71196,                0.77265,                0.46446,                   1.44,                 1.0345,                 1.4756,              0.0003962,              0.0003962,              0.0003962
                    165,                 0.5056,                0.38713,                0.91553,                0.83805,                0.67935,                0.75634,                 0.4634,                  1.418,                 1.0472,                 1.4432,              0.0003863,              0.0003863,              0.0003863
                    166,                0.51841,                0.38532,                0.92255,                0.75378,                0.68478,                0.74144,                0.46371,                 1.4086,                 1.0546,                 1.4432,              0.0003764,              0.0003764,              0.0003764
                    167,                0.50269,                0.38026,                 0.9279,                0.75267,                0.71739,                0.76469,                 0.4755,                 1.4039,                 1.0316,                 1.4466,              0.0003665,              0.0003665,              0.0003665
                    168,                0.54527,                0.39479,                0.90057,                0.77268,                0.71739,                0.76424,                0.47421,                 1.4191,                 1.0365,                 1.4693,              0.0003566,              0.0003566,              0.0003566
                    169,                0.51586,                0.40064,                0.92002,                0.78543,                0.69628,                0.76646,                0.48385,                 1.4019,                   1.03,                 1.4475,              0.0003467,              0.0003467,              0.0003467
                    170,                0.51191,                0.38403,                 0.9059,                 0.7782,                0.70553,                0.77353,                0.48727,                 1.3962,                 1.0083,                 1.4455,              0.0003368,              0.0003368,              0.0003368
                    171,                0.49498,                0.36914,                0.91698,                0.81517,                0.67114,                   0.77,                0.47597,                 1.3857,                 1.0153,                 1.4493,              0.0003269,              0.0003269,              0.0003269
                    172,                0.55113,                0.41416,                0.90095,                0.83997,                0.66304,                 0.7619,                0.47277,                 1.3857,                 1.0515,                 1.4428,               0.000317,               0.000317,               0.000317
