                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     61,                0.70504,                0.55921,                 1.0118,                0.76545,                0.64674,                0.74999,                0.43839,                 1.4285,                 1.0166,                 1.3936,              0.0008318,              0.0008318,              0.0008318
                     62,                0.71812,                0.58045,                 1.0151,                0.75385,                0.67391,                0.74627,                0.43678,                 1.4633,                 1.0693,                 1.4208,               0.000812,               0.000812,               0.000812
                     63,                0.73877,                0.57476,                 1.0465,                0.85598,                0.58696,                0.74104,                0.43173,                 1.4037,                 1.0602,                 1.3955,              0.0007922,              0.0007922,              0.0007922
                     64,                0.79369,                0.61631,                 1.0113,                0.74303,                0.72286,                 0.7788,                0.43921,                 1.4422,                 1.0128,                 1.4316,              0.0007724,              0.0007724,              0.0007724
                     65,                0.71831,                0.59141,                 1.0263,                0.73123,                0.76888,                0.79119,                0.46063,                 1.4364,                 0.9649,                 1.4335,              0.0007526,              0.0007526,              0.0007526
                     66,                0.67377,                0.57259,                0.99802,                0.75987,                0.73951,                0.79846,                 0.4637,                 1.4351,                0.98541,                 1.4333,              0.0007328,              0.0007328,              0.0007328
                     67,                0.71123,                0.62368,                 1.0053,                 0.7831,                0.70652,                0.79352,                0.46681,                 1.4036,                0.98106,                 1.4052,               0.000713,               0.000713,               0.000713
                     68,                 0.7746,                0.59709,                 1.0486,                0.85753,                0.63043,                0.78401,                0.46657,                 1.4121,                0.99343,                 1.4053,              0.0006932,              0.0006932,              0.0006932
                     69,                0.70824,                0.55404,                0.98799,                0.81942,                0.69052,                  0.783,                0.46436,                  1.436,                0.98274,                 1.4065,              0.0006734,              0.0006734,              0.0006734
                     70,                0.74895,                0.53975,                 1.0038,                0.77481,                 0.6732,                 0.7553,                0.42721,                  1.473,                 1.0726,                  1.443,              0.0006536,              0.0006536,              0.0006536
                     71,                0.67912,                0.54677,                0.99749,                0.84522,                0.62324,                0.75924,                0.43952,                 1.4781,                 1.0239,                 1.4897,              0.0006338,              0.0006338,              0.0006338
                     72,                0.69267,                0.60557,                0.99675,                0.71577,                0.76087,                0.79601,                 0.4758,                 1.3921,                0.96341,                 1.4066,               0.000614,               0.000614,               0.000614
                     73,                0.65496,                0.53057,                0.98113,                0.72281,                 0.7663,                0.79666,                0.49613,                 1.3416,                  0.933,                 1.3804,              0.0005942,              0.0005942,              0.0005942
                     74,                 0.7633,                0.66771,                 1.1006,                 0.8191,                0.71364,                0.79363,                0.48567,                 1.3674,                0.95129,                 1.3873,              0.0005744,              0.0005744,              0.0005744
                     75,                0.64333,                0.55616,                0.98077,                0.83337,                0.70669,                0.78865,                0.47927,                 1.3724,                 0.9894,                 1.3912,              0.0005546,              0.0005546,              0.0005546
                     76,                0.67097,                0.53215,                0.99243,                0.79509,                0.68478,                0.76909,                0.45667,                  1.445,                0.97284,                 1.4575,              0.0005348,              0.0005348,              0.0005348
                     77,                0.71346,                0.52744,                 1.0195,                0.74834,                0.72725,                0.77647,                0.47194,                 1.4227,                0.96485,                 1.4373,               0.000515,               0.000515,               0.000515
                     78,                0.69881,                0.53648,                0.98682,                0.76588,                0.75543,                0.78786,                0.48709,                 1.3765,                0.95507,                 1.4006,              0.0004952,              0.0004952,              0.0004952
                     79,                0.63707,                0.51005,                0.99244,                0.77506,                0.74907,                0.78714,                0.47262,                 1.3971,                0.95256,                 1.3986,              0.0004754,              0.0004754,              0.0004754
                     80,                0.64491,                0.51283,                0.97695,                0.79788,                0.72283,                0.79335,                0.47888,                 1.3693,                0.93165,                 1.3912,              0.0004556,              0.0004556,              0.0004556
                     81,                0.63253,                0.49899,                0.97204,                0.81932,                0.71471,                0.79939,                0.49079,                 1.3613,                0.93669,                 1.3934,              0.0004358,              0.0004358,              0.0004358
                     82,                0.60568,                0.47849,                 0.9642,                0.78694,                 0.7337,                0.79487,                0.48334,                 1.3786,                0.97108,                 1.4186,               0.000416,               0.000416,               0.000416
                     83,                0.59071,                0.49254,                0.96742,                0.83006,                0.70109,                 0.8021,                0.47925,                 1.3809,                0.96525,                 1.4129,              0.0003962,              0.0003962,              0.0003962
                     84,                0.66314,                0.55654,                 0.9783,                0.82603,                0.69022,                0.78541,                0.47803,                 1.3795,                0.98124,                 1.3766,              0.0003764,              0.0003764,              0.0003764
                     85,                0.90554,                0.77926,                 1.3021,                0.84372,                0.70421,                0.79799,                0.48382,                 1.3626,                0.96282,                 1.3724,              0.0003566,              0.0003566,              0.0003566
                     86,                0.66378,                0.50598,                0.99474,                0.81953,                0.71574,                0.80183,                0.48228,                 1.3958,                0.95958,                 1.3952,              0.0003368,              0.0003368,              0.0003368
                     87,                0.62895,                0.46821,                 0.9569,                0.80101,                0.74457,                0.79475,                0.48842,                 1.3615,                0.98593,                 1.3777,               0.000317,               0.000317,               0.000317
                     88,                0.66246,                0.48314,                0.96491,                0.76141,                0.72826,                0.77808,                0.46891,                 1.4178,                0.96779,                 1.4329,              0.0002972,              0.0002972,              0.0002972
                     89,                0.58706,                0.45831,                0.97143,                0.79997,                0.70109,                0.79017,                0.47758,                 1.3912,                0.93749,                 1.4264,              0.0002774,              0.0002774,              0.0002774
                     90,                0.61963,                0.46317,                0.95358,                0.76061,                0.73913,                0.79065,                0.47545,                 1.4116,                0.93059,                 1.4318,              0.0002576,              0.0002576,              0.0002576
                     91,                0.61833,                0.53798,                0.94907,                0.74558,                0.76449,                0.78381,                0.47139,                  1.458,                0.93449,                 1.4558,              0.0002378,              0.0002378,              0.0002378
                     92,                0.58689,                0.42107,                0.95053,                0.77396,                0.76087,                 0.8147,                 0.5025,                 1.3541,                0.89898,                 1.3961,               0.000218,               0.000218,               0.000218
                     93,                0.71068,                0.50284,                 1.1286,                0.76171,                0.76087,                0.81099,                0.50433,                 1.3623,                0.89603,                 1.4104,              0.0001982,              0.0001982,              0.0001982
                     94,                 0.5014,                0.38536,                0.92853,                0.75047,                0.77717,                0.78935,                0.49067,                 1.3748,                0.91577,                   1.43,              0.0001784,              0.0001784,              0.0001784
                     95,                0.57265,                0.41993,                0.93821,                0.76126,                0.74516,                0.79573,                0.49282,                 1.3473,                0.92036,                 1.4112,              0.0001586,              0.0001586,              0.0001586
                     96,                0.58223,                0.52581,                0.97488,                 0.7294,                0.76087,                0.79527,                 0.4858,                 1.3657,                0.93529,                 1.4289,              0.0001388,              0.0001388,              0.0001388
                     97,                0.56969,                 0.4794,                 0.9586,                0.73947,                0.76087,                0.79567,                  0.484,                 1.3826,                0.94299,                 1.4386,               0.000119,               0.000119,               0.000119
                     98,                0.56403,                0.42293,                 0.9405,                0.73789,                0.79559,                0.79691,                0.48532,                 1.3842,                0.93368,                 1.4327,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                0.64848,                0.54845,                 1.0166,                0.73269,                0.79891,                0.80183,                0.49044,                 1.3704,                0.92019,                 1.4187,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                0.54478,                0.43044,                0.93447,                 0.7551,                0.78759,                0.79994,                0.48793,                 1.3734,                0.91662,                 1.4203,               5.96e-05,               5.96e-05,               5.96e-05
